,location,company,summary,jkid,title,salary,stars,reviews,post_date,pull_date
299,"San Francisco, CA",Salesforce,"Great ideas for effective programs can come from our Sales Strategy teams, Data Scientists, Marketing, Customer Success, Sales Enablement, Pricing, and of...",9f06635414d12764,"Analyst, Enterprise Run Rate Programs",,52.800003,155,4 days,2016-10-17 21:25:23.767901
300,"San Francisco, CA 94105 (Financial District area)",Fitbit,"Mastery of programming and scientific computation (Python, R), data visualization (d3, shiny) and presenting data in a relatable way....",875f7a3dd91a207d,"Director, Data Scientist",,54.0,6,28 days,2016-10-17 21:25:23.767901
301,"San Francisco, CA",Pfizer Inc.,"Duties will include helping scientists to execute different types of experiments,ranging from screening crude samples to the in-depth kinetic and epitope...",5a1195f94ac5b0e7,"Senior Research Associate (Non-PhD), Biosensor – Protein Eng...",,52.199997,1820,14 days,2016-10-17 21:25:23.767901
302,"San Francisco, CA 94103 (South Of Market area)",Uber,"2+ years of experience in a quantitative analysis roleBA/BS/MS in Math, Economics, Statistics, Engineering, Computer Science, or other quantitative field ...",8d2ff85bbc4f0fe8,Data Scientist - Ubernomics,,51.0,159,30+ days,2016-10-17 21:25:23.767901
303,"San Francisco, CA 94105 (Financial District area)",Uber,"Composed of researchers, data scientists, and engineers, our team makes an impact across Uber by uncovering rich, deep insights that inform the marketing and...",2b9ebf78dd8f2adf,Marketing Research - Experimentation & Innovation Insights L...,,51.0,159,30+ days,2016-10-17 21:25:23.767901
304,"San Francisco, CA 94105 (Financial District area)",Uber,"Graduate degrees preferred.Extensive experience with common analysis tools - SQL, R, Python, Julia or similar....",46214c2fffa591fe,Data Scientist (Value Add Services) - Uber for Business,,51.0,159,30+ days,2016-10-17 21:25:23.767901
305,"San Francisco, CA",Galvanize,"As a Data Engineering Instructor you have the opportunity to work extensively with students, transforming the lives of working professionals interested in...",023f3d42ddc6b451,Lead Instructor - Data Engineering,,60.0,2,30+ days,2016-10-17 21:25:23.767901
306,"San Francisco, CA",Deloitte,Experienceworking as a Data Scientist. 6+years of relevant technology architecture consulting or industry experience toinclude experience in Information...,75165ae3670213ed,Big Data Manager,,51.0,3469,30+ days,2016-10-17 21:25:23.767901
307,"San Francisco, CA",Trulia,"As a member of the Data Warehousing & Analytics team, you'll collaborate closely with analysts, data warehouse engineers, product managers, data scientists, and...",eea914c8a4a70116,Analytics Implementation Specialist,,43.8,44,12 days,2016-10-17 21:25:23.767901
308,"San Bruno, CA 94066",Walmart eCommerce,Innovation and leading edge technology enables our team to analyze deep customer insights and market data at scale....,cbc8e6726a2d8e2d,Merchandising Intern - Summer 2017,,42.0,17,4 hours,2016-10-17 21:25:23.767901
309,"San Francisco, CA","Studio Search, LLC",We are looking for experienced machine learning data scientist who understands the math and machine learning and can keep focus on the business goals....,4aa445928cbab9ac,Data Scientist - Unity Ads,,,,30+ days,2016-10-17 21:25:23.767901
310,"San Francisco, CA 94158 (South Of Market area)","FibroGen, Inc.",Collaborate with other Biometrics functions for all activities related to analyses of clinical trial data....,3cc02a481dc43dd5,Sr. Manager/Manager of Statistical Programming,,,,7 days,2016-10-17 21:25:23.767901
311,"San Bruno, CA 94066",Walmart eCommerce,"As idea explorers for eCommerce, our engineers, scientists, consumer internet professionals and visionaries design, prototype and build extraordinary products....",4272fecbf6c4d0a9,"Manager, Marketing Analytics - Online Grocery",,42.0,17,4 hours,2016-10-17 21:25:23.767901
312,"San Mateo, CA 94402 (Beresford area)",Datanyze,"1+ years of software development experience in machine learning, data mining, big data Strong fundamentals in design/coding in Java/Python on Linux Platforms...",908f5c8e05a4408e,Machine Learning Engineer,,,,30+ days,2016-10-17 21:25:23.767901
313,"San Francisco, CA",Miroculus,To apply please send a full CV together with a brief cover letter to jobs@miroculus.com by September 30th. This position reports to the Lead Research Scientist....,f227345a5ec64e55,Scientist,,,,18 days,2016-10-17 21:25:23.767901
314,"San Francisco, CA",iRhythm,Data Scientist / Machine Learning Engineer. Perform exploratory data analysis and visualizations of multivariate clinical data sets....,c937142f888ca900,Data Scientist/Machine Learning Engineer,,,,30+ days,2016-10-17 21:25:23.767901
315,"San Francisco, CA",Mode,"Analysts and Data Scientists use Mode to analyze data, build visualizations, and share work with colleagues. Data analysis is plagued by a fundamentally flawed...",26dea1ac4c660752,Analyst - Sales Ops & Finance,,51.6,19,24 days,2016-10-17 21:25:23.767901
316,"San Francisco, CA 94107 (South Of Market area)",Premise,Demonstrated experience successfully partnering with data scientists. Premise is a data and analytics platform blending advanced data science with the ubiquity...,8a1396edf65255df,"Engineering Manager, Data Integrity",,55.800003,4,30+ days,2016-10-17 21:25:23.767901
317,"San Francisco, CA 94105 (Financial District area)",Accenture,"Manage the entire lifecycle of a research project by working with business experts, helping identify the business value, and leading research and platform...",595d351191e112b1,Research Scientist,,51.0,6923,30+ days,2016-10-17 21:25:23.767901
318,"San Francisco, CA",Mode,"Analysts and Data Scientists use Mode to analyze data, build visualizations, and share work with colleagues. Comfort with SQL and web-based technologies—You don...",75274e93154ab795,Customer Support Analyst,,51.6,19,26 days,2016-10-17 21:25:23.767901
319,"Burlingame, CA 94010",Lyra Health,"We believe that better data is a critical part of the solution, and we’re looking for Data Scientists and Data Engineers to join our team of data, engineering,...",5d45d457c96f258e,Data Scientist / Engineer,,,,30+ days,2016-10-17 21:25:23.767901
