,location,company,summary,jkid,title,salary,stars,reviews,post_date,pull_date
10,"Manhattan, NY",JPMorgan Chase,"Digital Data Scientist. 5+ years of combined industry and/or academic (BS/MS/PhD) experience, with an emphasis on machine learning and data analysis....",7acc50463aab0cd5,Digital Data Scientist,,44.4,10704,3 days,2016-10-17 21:23:05.846079
11,"New York, NY",PlaceIQ,"A mixture of analytical approaches are employed including raw data mining, data visualization, application of rules and heuristics and supervised / unsupervised...",fb8776d2079bed6d,Data Scientist,,55.199997,3,1 day,2016-10-17 21:23:05.846079
12,"New York, NY",Dataiku,"Familiarity with data visualization in R or Javascript. Our ideal candidate is comfortable learning new languages, technologies and modeling techniques, while...",27d9f7a620783cde,Data Scientist - USA,,,,11 days,2016-10-17 21:23:05.846079
13,"New York, NY 10006 (Financial District area)","Syntel Inc.,","Senior Data Scientist. Developing data validation methods. This is Full time position with Syntel Inc., including Health and Relocation benefits*....",847cb6747ddc8da6,Data Scientist,,42.6,738,12 days,2016-10-17 21:23:05.846079
14,"New York, NY",Amazon Corporate LLC,Leading in Machine Learning requires the best scientists in the world. The Amazon Web Services (AWS) Machine Learning group is looking for scientists to join...,35dd73ab66d04b0b,Data Scientist,,43.2,9618,17 days,2016-10-17 21:23:05.846079
15,"New York, NY",MediaMath,"Rapidly develop a deep understanding of the quantitative methodologies and implementation details behind existing machine learning algorithms in place, and the...",207734dbdc73cf54,Data Scientist II,,40.2,9,7 days,2016-10-17 21:23:05.846079
16,"New York, NY",Dia&Co,"Dives deep into problems to truly understand them before approaching a solution. Python, R, Matlab, SQL). In a relevant field, with knowledge of statistics,...",0c7191b9aa41f699,Data Scientist,,,,11 days,2016-10-17 21:23:05.846079
17,"New York, NY",Astrid Solutions,Knowledge of current trends in Big Data frameworks and Data pipeline architecture is preferred. This is an opening to fill a Data Scientist consulting position...,ea39755b93f40ec1,Data Scientist,,,,14 days,2016-10-17 21:23:05.846079
18,"New York, NY",Macy's,"(preferred) in relevant technical field such as Applied Mathematics, Computer Science, Engineering, Physics, or Economics....",40d1d5104c41e124,Data Scientist,,43.2,14182,13 days,2016-10-17 21:23:05.846079
19,"New York, NY 10010 (Gramercy area)",Aetna,"This position will use predictive and behavioral analytics, and analytically derived insights to develop and test solutions that improve consumer engagement,...",a820a2f943a047f8,Data Scientist,,43.8,1717,12 days,2016-10-17 21:23:05.846079
20,"New York, NY",Tilting Point,"As Data Scientist, you will work to ensure accurate data reporting in a rapidly changing environment. In depth statistical, machine learning, and Bayesian...",0031cd87a7cc62f9,Data Scientist,,,,14 days,2016-10-17 21:23:05.846079
21,"New York, NY 10016 (Gramercy area)",FactSet,Processing of financial data. With our Machine Learning and Language Technologies(MLT). FactSet is a financial data. Financial information and analytics....,58d126cd5579695b,Machine Learning Engineer Internship,,43.8,42,2 days,2016-10-17 21:23:05.846079
22,"New York, NY",Countr,Data is your mojo...gets a thrill diving deep into data and solving complex data problems on a daily basis....,10c690ad557e6cea,Data Scientist,,,,18 days,2016-10-17 21:23:05.846079
23,"New York, NY",YouNow,Conduct in-depth research and analyses that translate data into actionable insights. Collaborate with the data science team on new data products and initiatives...,2cedd585ce62c6e4,Data Scientist/Analyst,,,,18 days,2016-10-17 21:23:05.846079
24,"New York, NY 10011 (Chelsea area)",Google,Experience with data analytics and/or data visualization techniques and software. Experience interpreting technical data and creating reports with data....,123a06bb156c1ef6,"Machine Learning Deployment Engineer, Professional Services,...",,52.800003,1219,17 days,2016-10-17 21:23:05.846079
25,"New York, NY",Inficare,"Optimization, Machine learning, Data mining, AI, Simulation, Social network analysis, Churn prediction, Segmentation analysis, Text analysis and Streaming data...",aa69dfb416c21645,Data Scientist,,,,3 days,2016-10-17 21:23:05.846079
26,"New York, NY",OnDeck,Join our team of data scientists as we work to understand small business better than any other lender. Conduct deep dives into the performance of our portfolio...,9504dbe724c0c491,Risk Data Scientist,,52.800003,3,11 days,2016-10-17 21:23:05.846079
27,"New York, NY",Schrodinger,"Familiarity with deep learning, neural networks, random forest, support vector machines, and other machine learning techniques....",d5cbd1a80c153dfb,Machine Learning Engineer,,,,1 day,2016-10-17 21:23:05.846079
28,"New York, NY 10011 (Chelsea area)",Spotify,You will work in collaboration with other mathematicians and scientists in Research and with data engineers and design technologists across Analytics to imagine...,db099e1752ee46dd,Research Lead / Data Scientist,,54.6,12,19 days,2016-10-17 21:23:05.846079
29,"New York, NY 10013 (Tribeca area)",Rent the Runway,Apply expertise in quantitative analysis and data mining to see beyond the numbers and extract actionable insights on how our customers use our service and...,1769c71322d8898f,Data Analyst / Data Scientist,,42.6,28,17 days,2016-10-17 21:23:05.846079
30,"New York, NY 10154 (Midtown area)",KPMG,"Machine learning, data visualization, statistical modeling, data mining, or information retrieval. KPMG is currently seeking a Data Scientist to join our...",ad6cac7cd99c095b,Data Scientist,,51.0,1768,3 days,2016-10-17 21:23:05.846079
31,"New York, NY 10112 (Midtown area)",Comcast,Are you ready to go beyond classic predictive analytics and machine learning to newer areas like deep learning and micro-contextual analytics to obtain...,bf398f7e222d401a,Data Scientist II,,43.8,6371,19 days,2016-10-17 21:23:05.846079
32,"New York, NY",Dataminr,"Solid background in data mining, data visualization, statistical analysis, computational NLP or machine learning with at least 5 years experience....",eb832581181ee415,Data Scientist,,,,24 days,2016-10-17 21:23:05.846079
33,"New York, NY",VaynerMedia LLC,Potential Applications of Data Science at VaynerMedia:. Prototype new data driven features for our reporting platform....,b6230f79459b0940,Data Scientist - AdTech,,,,14 days,2016-10-17 21:23:05.846079
34,"New York, NY","Two Sigma Investments, LLC.",Develop machine learning algorithms for financial datasets. We believe that the scientific method is the best way to approach....,7baca9d2d7863eeb,Quantitative Researcher in Machine Learning,,,,4 days,2016-10-17 21:23:05.846079
35,"New York, NY",United Nations,"Plan and conduct analytical programmes of work in relevant areas of demographic and population statistics, such as census and vital statistics activities,...",56af5275cac72543,STATISTICIAN,,53.4,267,3 days,2016-10-17 21:23:05.846079
36,"New York, NY",Capital One,"Senior Associate, Data Scientist. Integrating with external data sources and APIs to discover interesting trends....",42c4ae94b236a8b5,"Senior Associate, Data Scientist",,44.4,2904,11 hours,2016-10-17 21:23:05.846079
37,"New York, NY 10022 (Midtown area)",Credit Suisse,"This role demands niche skills in PNL, Machine Learning and Big Data Analytics. Research, design, implement and validate cutting-edge Machine Learning...",ee8d93e83cb521f9,Data Scientist,,51.0,637,28 days,2016-10-17 21:23:05.846079
38,"New York, NY 10016 (Gramercy area)",Gilt Groupe,"Machine Learning Data Scientist. R, Python/scikit-learn, Scala/Spark/mllib), with SQL. You will be joining the Personalization and Machine Learning team to...",51b5de58a66477ca,Machine Learning Data Scientist,,42.6,23,26 days,2016-10-17 21:23:05.846079
39,"New York, NY",Correlation One,"Our Data Scientists get to work on solving various problem types across various domains (Financial Risk, Telco Churn, Maintenance Failure, Marketing, Oil & Gas...",c22dbf6b1b70c8de,Data Science Engineer,,,,12 days,2016-10-17 21:23:05.846079
40,"New York, NY",Foursquare,"Strategic analytics, marketing analytics, digital analytics, data analytics, statistics, data science, big data, normalization schemes, modeling, quant research...",4444b060ac85b8f0,Analytics,,55.199997,3,7 hours,2016-10-17 21:23:05.846079
41,"New York, NY",PlaceIQ,"From building data pipelines to regression models/classification algorithms, complex data visualizations to geospatial clustering, a full stack enterprise...",e6304ee24f049eed,Data Engineer,,55.199997,3,3 days,2016-10-17 21:23:05.846079
42,"New York, NY",SecurityScorecard,"Experience and love for problems with large data sets, machine learning, visualization, and cyber security. Open-source numerical and scientific libraries....",1defb49fecbf61da,Data Scientist,,,,6 days,2016-10-17 21:23:05.846079
43,"New York, NY",MassMutual Financial Group,"MassMutual’s Advanced Analytics group is seeking an exceptional, highly motivated and self-directed data scientist for its....",10b4f7611feb4fec,Data Scientist,,43.2,246,30+ days,2016-10-17 21:23:05.846079
44,"New York, NY",Barclays,"3+ years of experience coding in Python, R, or C++/. About Quantitative Analytics. That's why at Barclays you'll receive a range of benefits that include a...",f5785b4b21ee5ab7,AVP Quantitative Analyst,,51.0,2189,13 days,2016-10-17 21:23:05.846079
45,"New York, NY",Avon,"Business Intelligence Data Scientist. The role will supports larger initiatives that require regression analysis, deeper level statistics, data mining and...",1e6c92ca9ef44391,Data Scientist,,44.4,2815,30+ days,2016-10-17 21:23:05.846079
46,"New York, NY",7Park Data,"Review internal and external analytical techniques, identify what data is available and relevant, source the necessary data....",d0bedd223942db9a,Senior Data Scientist,,,,12 days,2016-10-17 21:23:05.846079
47,"New York, NY","Amazon Web Services, Inc.","As a Data Scientist in our Machine Learning team, you will be responsible for data-driven improvements to our spoken language understanding models....",fada25283e9e2276,Applied Scientist,,43.2,9618,30+ days,2016-10-17 21:23:05.846079
48,"Short Hills, NJ 07078",Dun & Bradstreet,If you are interested in applying for employment with Dun & Bradstreet and need special assistance or an accommodation to use our website or to apply for a...,f55ff122a5f16469,"Statistician, Advanced Analytics",,43.8,148,7 days,2016-10-17 21:23:05.846079
49,"New York, NY",Guidepoint Global,"From MB of numeral data needing multi-variable statistical assessment to TB of text based data requiring machine learning and lexical indexing and analysis, you...",3233472403156489,Data Scientist / Lead Quantitative Analyst,,43.8,5,3 days,2016-10-17 21:23:05.846079
50,"New York, NY 10011 (Chelsea area)",Google,"Deep interest and aptitude in data, metrics, analysis and trends and applied knowledge of measurement, statistics and program evaluation....",400dc16f89e430ac,"Product Analyst, Data Science",,52.800003,1219,28 days,2016-10-17 21:23:05.846079
51,"New York, NY",Spencer Ogden,Seeking Data Scientist (5 years) with experience working on data service products / algorithms. Generating actionable insights for customers from the 15 billion...,be1acb5f69628cf7,Data Scientist,,41.4,7,42 minutes,2016-10-17 21:23:05.846079
52,"New York, NY",Integral Ad Science,Propose and develop solutions independently and leading a group of other data scientists. The types of challenges we solve have attracted people from industry...,7503e186b4c2a1fd,Data Scientist,,,,15 days,2016-10-17 21:23:05.846079
53,"New York, NY 10111 (Midtown area)",Capital Group,The Advanced Analytics Group reports into the North America Distribution Analytics & Insights organization as a new function driving business value through the...,46235b9d989a5b67,Senior Data Scientist,,51.0,116,11 days,2016-10-17 21:23:05.846079
54,"New York, NY",Correlation One,Using machine learning and other statistical methods on unstructured data in order to draw insights and understand trends....,c86cb9064b3a0ba6,Data Scientist,,,,12 days,2016-10-17 21:23:05.846079
55,"New York, NY 10022 (Midtown area)",Credit Suisse,"A challenging role as Data Scientist in a dynamic, international and demanding environment using the latest innovations in predictive analytics and...",1a4fdaf2a211073e,Data Scientist - Compliance Analytics (AVP / Analyst),,51.0,637,18 days,2016-10-17 21:23:05.846079
56,"New York, NY 10271 (Financial District area)",CAPCO,Capco is looking for Senior Data Scientists. A team of data scientists and work with business sponsors and technical....,8cae567ad5107fe6,Senior Data Scientist,,42.6,48,14 days,2016-10-17 21:23:05.846079
57,"Manhattan, NY",Visiting Nurse Service of New York,"Experience with claims data, bundled payment models, health plan quality metrics (e.g., HEDIS, QARR) and application of data mining techniques and generalized...",bd088c57d52b9ef9,Statistical Analyst - Bundled Payments,,43.2,168,20 days,2016-10-17 21:23:05.846079
58,"New York, NY",Yahoo! Inc.,"Data Mining, Applied Machine Learning, Data Visualization and related areas. Our scientists specialize in mining large amount of data to make or inform business...",7f64f6abc13dc197,Research Scientist,,51.6,322,17 days,2016-10-17 21:23:05.846079
59,"New York, NY",Digital Reasoning,"3+ professional experience with modeling and analysis, computational linguistics/NLP, semantic web technology, machine learning, and/or large-scale data mining....",be2d3468844ab7ae,Data Scientist,,,,25 days,2016-10-17 21:23:05.846079
60,"New York, NY",Yashi,"Expert in software that enables data manipulation, analysis and visualization at scale (e.g numerical packages of Python, R, Matlab, D3)....",6e118266240ddf82,Data Scientist,,,,30+ days,2016-10-17 21:23:05.846079
61,"New York, NY 10010 (Gramercy area)",General Assembly,"You are eager to shape the skills, minds, and trajectories of the newest generation of data scientists. Data visualization techniques;...",ef6e2adc8bedddcd,Part Time Data Science Instructor,,52.800003,74,14 days,2016-10-17 21:23:05.846079
62,"New York, NY",PlaceIQ,"You will interface regularly with our team of data scientists to uncover insights from advertising campaigns into coherent, data-driven narratives....",7bbeb9a37ce4b204,Reporting Analyst,,55.199997,3,2 days,2016-10-17 21:23:05.846079
63,"New York, NY",Intersection,"Software Engineer, Machine Learning at Intersection. Strong proficiency with algorithms and data structures....",fa1d9a3a849416f5,"Software Engineer, Machine Learning",,43.2,7,3 hours,2016-10-17 21:23:05.846079
64,"New York, NY",RangTech,"Web analytics, Data mining techniques application for large data. Experience/Interest in machine learning, data mining, and predictive analysis....",371bafae2e362733,Data Scientist,,,,30+ days,2016-10-17 21:23:05.846079
65,"New York, NY",Kelton Global,"One to two years of relevant quantitative experience within a market research capacity is preferred, but if you have relevant internship experience, we...",ccc6c0de48a2ba26,"Analyst, Quantitative Research",,,,6 days,2016-10-17 21:23:05.846079
66,"New York, NY",Bank of America,The qualified candidate will work cross-functionally to enforce current model risk control procedures and apply his experience and skills to subject the models...,eb9efdd91019450a,Quantitative Finance Analyst - GWIM Model Validation - New Y...,,44.4,14240,5 days,2016-10-17 21:23:05.846079
67,"New York, NY",Big Cloud,"An exciting, innovative company in the heart of New York are recruiting multiple Data Scientists to join their growing team....",8a896621b381954f,Data Scientist,"$150,000 a year",,,30+ days,2016-10-17 21:23:05.846079
68,"New York, NY",Amyx,5 or more years experience with data migrations and data loading into platforms involving both structured and unstructured data and writing/ executing SQL and...,7350f3c8e178e434,"SEC JourneyMan Statistician, Quantitative Analytics Unit Tea...",,,,19 hours,2016-10-17 21:23:05.846079
69,"New York, NY",New York Life Insurance Co,The candidate will be exposed to a variety of projects and work with our Data Scientists. The Center for Data Science and Analytics serves as the Analytics...,550010d55c5d3167,TEMPORARY STUDENT ASSIGNMENT: Data Scientist/Statistician,,43.8,962,20 days,2016-10-17 21:23:05.846079
70,"New York, NY",Hudson Data,"Minimum of 3 years of industry experience in machine learning and data science, or relevant academic experience....",74e399d077062d16,Data Science Instructor,,,,6 days,2016-10-17 21:23:05.846079
71,"New York, NY",Balyasny,As a Lead Data Scientist you will work with the newly formed Data and Analytics (D&A) organization on some of the most interesting data science problems in the...,f1c8ec64560cf013,Lead Data Scientist,,,,27 days,2016-10-17 21:23:05.846079
72,"New York, NY",Bloomberg,Our Machine Learning team is looking for an experienced data scientist to join and contribute to building innovative legal research products using Natural...,af67d9f210b8c38d,Senior Data Scientist - Verticals,,44.4,287,19 days,2016-10-17 21:23:05.846079
73,"New York, NY",Integral Ad Science,Propose and develop solutions independently and leading a group of other data scientists. The types of challenges we solve have attracted people from industry...,89d1091589c34a84,Senior Data Scientist,,,,6 days,2016-10-17 21:23:05.846079
74,"New York, NY",POLICE DEPARTMENT,"For Assignment Level I (only physical, biological and environmental sciences and public health) A master's degree from an accredited college or university with...",0855d49c7618e78b,"Coordinator / Lead Scientist, Municipal Storm Sewer Systems","$78,630 - $103,332 a year",51.0,33,11 days,2016-10-17 21:23:05.846079
75,"New York, NY 10011 (Chelsea area)",Splash,Deep understanding of statistical analysis and experience with related packages (such as R) preferred. Insights from your work will influence how we manage the...,3fccb875d29e4117,Data Scientist,,51.6,57,30+ days,2016-10-17 21:23:05.846079
76,"New York, NY 10001 (Chelsea area)",Dow Jones,"The candidate will be embedded in the Data Science and Data Analytics groups, and will work closely with cross-functional teams to deliver high-impact insights...",e9f547354eca813e,Experiment Data Analyst / Statistician,,44.4,108,12 days,2016-10-17 21:23:05.846079
77,"New York, NY",Third Bridge,How to manage a project and develop relationships with experts and clients. In the morning you can be working on a project about advertising trends in social...,5ceb78cc8ca889b5,Research Analyst- 2017 Grads,"$48,000 a year",42.0,2,8 hours,2016-10-17 21:23:05.846079
78,"Manhattan, NY",DEPARTMENT OF FINANCE,"For Assignment Level I (only physical, biological and environmental sciences and public health) A master's degree from an accredited college or university with...",cb1c01bafee40123,Policy Data Analyst,"$68,239 - $80,000 a year",51.0,66,14 days,2016-10-17 21:23:05.846079
79,"New York, NY",American Express,"Hadoop, Pig, Hive, Spark) required as well as traditional statistical techniques such as R, SAS, SQL, Python, Scala Demonstrated ability to apply cutting edge...",4432354be5a540e9,Grace Hopper 2016: Data Scientist,,52.199997,3067,30+ days,2016-10-17 21:23:05.846079
80,"Manhattan, NY",DEPT OF HEALTH/MENTAL HYGIENE,"Today, PHL responds to essential and emergency public health issues and outbreaks, develops and validates new tests and technologies, performs testing on more...",f94515b4ae33dd47,"Senior Laboratory Data Analyst, Bureau of the Public Health...",,51.0,5,23 days,2016-10-17 21:23:05.846079
81,"New York, NY",OFF 5TH,"Machine Learning Data Scientist. R, Python/scikit-learn, Scala/Spark/mllib), with SQL have worked with compiled and scripting languages....",50270c752efd365a,GILT- Machine Learning Data Scientist,,,,27 days,2016-10-17 21:23:05.846079
82,"New York, NY 10019 (Midtown area)",BET Networks,"Keep on top of Industry trends and key consumer insights. Knowledge of syndicated data systems (MRI, JD Power, Forrester)....",559b90d3118fded1,"Research Analyst, Ad Sales",,44.4,55,3 days,2016-10-17 21:23:05.846079
83,"New York, NY 10154 (Midtown area)",KPMG,"Utilize analytics to explore data, and identify key trends and insights from multi-faceted, and high-dimensional data, and work with data scientists to create...",4c28853d003cfc52,Data Visualization Software Engineer,,51.0,1768,3 days,2016-10-17 21:23:05.846079
84,"New York, NY 10011 (Chelsea area)",Google,"From creating experiments and prototyping implementations to designing new architectures, Research Scientists and Software Engineers work on challenges in...",38f86cfa4cc2a977,"Research Scientist, Machine Learning and Intelligence",,52.800003,1219,28 days,2016-10-17 21:23:05.846079
85,"New York, NY",Global Nest LLC,"The person will work closely with the broader team including analysts, data scientists, web miners, and data quality / operations personnel....",a5f0ff66caecfd3b,Business (Data) Analyst,,,,3 days,2016-10-17 21:23:05.846079
86,"New York, NY",JPMorgan Chase,Senior Data Scientist (VP) - Wholesale Solutions.  Machine learning techniques including supervised and unsupervised models....,50a03818ad7cfc70,Senior Data Scientist (VP) - Wholesale Solutions,,44.4,10704,14 days,2016-10-17 21:23:05.846079
87,"New York, NY",The College Board,"Machine learning and prediction tasks, NLP, data visualization, building data pipelines, exploratory data analysis, data storytelling, experimental design....",dcf1d5c1f6b53216,Data Scientist,,52.199997,30,30+ days,2016-10-17 21:23:05.846079
88,"New York, NY",Facebook,"Responsibilities Apply your expertise in quantitative analysis, data mining, and the presentation of data to see beyond the numbers and understand how our users...",80fc636eda61287c,"Data Scientist, Analytics",,51.0,114,30+ days,2016-10-17 21:23:05.846079
89,"New York, NY",2U,"Data exploration to identify drivers & trends within our business. Under the guidance of the Director of Data Science, the Data Scientist will lead advanced...",3b2c09cef0f140e1,Data Scientist,,43.8,4,30+ days,2016-10-17 21:23:05.846079
90,"New York, NY 10016 (Gramercy area)",Aetna,"This position will use predictive and behavioral analytics, and analytically derived insights to develop and test solutions that improve consumer engagement,...",7565b4012410f356,Clinical Analytics Senior Data,,43.8,1717,12 days,2016-10-17 21:23:05.846079
91,"New York, NY",Tumblr,"Translate business questions into actionable insights via data extraction and analysis, requiring deep understanding of the Tumblr product and data availability...",ccb2e6e7fdc9f7b6,Sr. Data Scientist - User & Product Analytics,,52.800003,6,23 days,2016-10-17 21:23:05.846079
92,"New York, NY",Averity,"As an experienced Junior Data Scientist on our team, you will be utilizing your machine learning skills with our large amount of big data (1 TB data per hour!)....",65e2e7627d4780bb,Junior Data Scientist (2 Years Experience),"$80,000 - $90,000 a year",,,17 days,2016-10-17 21:23:05.846079
93,"New York, NY",SmartyAds,"Data Mining, Data Visualization, ETL. Deep experience in machine learning and modeling methods. We are looking for an expert Data Scientist to work in our team....",a8af7b04e82cc2fe,Data Scientist,,,,30+ days,2016-10-17 21:23:05.846079
94,"New York, NY",Columbia University,"He/she will work with clinical researchers, other data analysts, biostatisticians and bioinformaticians to generate and integrate clinical and EHR datasets for...",131481419b5744ce,Data Analyst - Cardiology,,52.199997,325,18 days,2016-10-17 21:23:05.846079
95,"New York, NY 10016 (Gramercy area)",Continuity Partners,Recognize that sometimes (If not most times) the simple solution is the best solution. As a member of the data science team you will share responsibility for...,bd73f1f75a9616eb,Data Scientist,,,,7 days,2016-10-17 21:23:05.846079
96,"New York, NY",Bloomberg,"The Machine Learning Quantitative Analyst will work in Bloomberg’s Enterprise Solutions area and work collaboratively to build a liquidity tool for banks,...",1d8af17a051c301d,Machine Learning Quantitative Analyst,,44.4,287,30+ days,2016-10-17 21:23:05.846079
97,"Long Island City, NY",Citi,"Provide expertise in big data analytics, data mining and regulations surrounding data transport. At least 2 years’ experience in data analytics, statistical...",2c79d4a49ee5a495,"Data Scientist, FinTech",,44.4,7977,30+ days,2016-10-17 21:23:05.846079
98,"New York, NY",AdTheorent,"Familiarity with relational databases and SQL, data transformation (ETL), data mining, ad-hoc analysis....",518060274e446d3d,Data Scientist,,,,30+ days,2016-10-17 21:23:05.846079
99,"New York, NY 10001 (Chelsea area)","Cognical, Inc.",Extract insights from highly complex data sets to identify credit and fraud risk patterns through advanced data mining and machine learning techniques....,498fbb921f047f54,Data Scientist,,,,30+ days,2016-10-17 21:23:05.846079
100,"New York, NY",JPMorgan Chase,"Experience in practical data processing, data mining, text mining and information retrieval tasks. Will help build a foundation of state-of-the-art technical...",078676c7fbd0b6c2,CIB-Rapid Prototyping Data Scientist – Vice President - New...,,44.4,10704,6 days,2016-10-17 21:23:05.846079
101,"New York, NY 10119 (Chelsea area)",Milliman,Hands on advanced data analytics and project management. Milliman’s NYC Health Practice is seeking professionals from a variety of analytic and clinical...,81e27593b3395c98,Healthcare Data Scientist,,43.8,29,27 days,2016-10-17 21:23:05.846079
102,"New York, NY",Enigma,We value data scientists who can quickly implement elegant solutions to complex problems. As a Senior Data Scientist with the Analytics group your contributions...,c9d005c913d9ed50,Senior Data Scientist,,,,26 days,2016-10-17 21:23:05.846079
103,"New York, NY",Pink Stone Incubator,"In this position you’ll be applying data mining techniques, doing statistical analysis, and building high quality prediction systems integrated with our new...",152b99bcec637996,Data Scientist,,,,30+ days,2016-10-17 21:23:05.846079
104,"New York, NY",NewYork-Presbyterian/Midtown Offices,"Subject Matter Expertise of data sources, data types and data models. As a Data Scientist on the Analytics team at New York-Presbyterian you will have the...",39f6198f45aaf703,Data Scientist,,52.199997,387,30+ days,2016-10-17 21:23:05.846079
105,"New York, NY",MIDASIS Technologies LLC,"SAS Data Scientist*. SAS, data scientist, SQL/Greenplum*. SAS, data scientist, general science background besides computer science will also do more focus on...",0cc9bf67dd491460,SAS Data Scientist,,,,5 days,2016-10-17 21:23:05.846079
106,"New York, NY 10017 (Midtown area)",Aetna,Other programming languages is a plus.· Demonstrated ability to effectively communicate and negotiate across the business and in the external health care...,e9b19f78ccb9d90f,"Sr. Manager, Data Scientist",,43.8,1717,25 days,2016-10-17 21:23:05.846079
107,"New York, NY",Wade & Wendy,"Our data scientist will integrate data from web sources, real-time adaptive questioning, and human-intelligence, to develop algorithms that create smart...",617ecf5dd66bbc7f,Sr. Data Scientist,,,,11 days,2016-10-17 21:23:05.846079
108,"New York, NY",Workbridge Associates,Knowledge of Machine Learning. You'll be working with the scientific stack of Python; An exciting start up located in the heart of Midtown NYC is looking to...,14acfba7cd0cf6e3,Data Scientist,"$100,000 - $140,000 a year",41.4,25,13 days,2016-10-17 21:23:05.846079
109,"New York, NY",Grubhub,You’ll also be helping to build out an API for machine learning projects we work on. Should also be able to package them into conceptual features available...,06b525c812025f78,Data Scientist,,40.8,52,30+ days,2016-10-17 21:23:05.846079
110,"New York, NY 10038 (Financial District area)",automotiveMastermind Inc.,"An MS/PhD program in Statistics, Mathematics, Physics, Computer Science/Machine Learning, Bioinformatics, Neuroscience and other technical discipline, or else...",2d12ad4b56eb3cb8,Data Scientist,,,,30+ days,2016-10-17 21:23:05.846079
111,"New York, NY",Rocket Fuel Inc.,Rocket Fuel’s technology platform supports a real-time bidding system that handles over 100 billion events every day (vs ~ 3 billion daily Google search queries...,b59eaac4ff5ac563,Software Engineer - Machine Learning & Artificial Intelligen...,,,,24 days,2016-10-17 21:23:05.846079
112,"New York, NY",Spencer Ogden,"Seeking Data Scientist (5 years) with experience working on data service products / algorithms. Data modelling, datasets, regression, statistics....",4f0f82e5d00c2f8c,Data Scientist / Quant Developer,,41.4,7,4 days,2016-10-17 21:23:05.846079
113,"New York, NY 10005 (Financial District area)",WeWork,"Deep knowledge of machine learning and data mining. In quantitative relevant subject (such as science, computer science, statistics, or machine learning) is...",694b5907f188c348,Data Scientist,,41.4,12,30+ days,2016-10-17 21:23:05.846079
114,"New York, NY",SparkBeyond,"We’ve built an AI-powered research engine that empowers Data Scientists, Researchers and Business Analysts to accelerate finding insights....",4dbc120b5a547c15,Data Scientist,,,,30+ days,2016-10-17 21:23:05.846079
115,"Manhattan, NY",HRA/DEPT OF SOCIAL SERVICES,"For Assignment Level I (only physical, biological and environmental sciences and public health) A master's degree from an accredited college or university with...",470a7e40442db0d2,DATA ANALYST,"$57,969 - $62,000 a year",,,30+ days,2016-10-17 21:23:05.846079
116,"New York, NY 10112 (Midtown area)",Comcast,Are you ready to go beyond classic predictive analytics and machine learning to newer areas like deep learning and micro-contextual analytics to obtain...,37d454f80966c4b1,Principal Data Scientist,,43.8,6371,19 days,2016-10-17 21:23:05.846079
117,"New York, NY",NGDATA Inc,"Involved very closely with various analytical groups to provide consultation on high-level concepts and prototype coding, including Data Scientists, Risk...",dba73223f0eb8431,Big Data Software Consultant,,,,7 days,2016-10-17 21:23:05.846079
