,location,company,summary,jkid,title,salary,stars,reviews,post_date,pull_date
30,"Wilmington, DE",Agilent,Propose new data models and visualization tools to more effectively spot trends and anomalies in large amounts of data....,4438f2b22990a9d8,Services Data Scientist,,52.199997,268,30+ days,2016-10-17 21:44:56.552748
31,"Collegeville, PA 19426",GlaxoSmithKline,"Demonstrates scientific principles, practices and procedures to the clinical development process, knowing when and how to balance scientific and commercial...",45fbdfc5337cc343,Principal Clinical Data Scientist,,52.199997,1674,27 days,2016-10-17 21:44:56.552748
32,"Philadelphia, PA",American Association for Cancer Research,"Works with scientists and media relations staff to help identify and promote newsworthy content from the AACR’s journals, scientific meetings, programs, and...",4436fce13f02eae9,Science Writer,,,,7 days,2016-10-17 21:44:56.552748
33,"Philadelphia, PA",KPMG,"Drive client engagements focused on Big Data and Advanced Business Analytics, in the health care space (claims data, payor/provider data, clinical outcomes);...",ea65894e1e82e1ac,Data Scientist - Health Care,,51.0,1768,29 days,2016-10-17 21:44:56.552748
34,"Philadelphia, PA",Numeric Jobs,Manage multiple online & offline data sources and perform data management and data cleansing processes. BI group is seeking a skilled Statistical Data Analyst...,dbc29c3a683e8b9f,Statistical Data Analyst,,,,10 days,2016-10-17 21:44:56.552748
35,"Philadelphia, PA",Wodify,"MS in a relevant field (Computer Science, Engineering, Statistics, Physics, Applied Math, Machine Learning)....",6ea9fc3c3a96d75d,Data Scientist,,,,30+ days,2016-10-17 21:44:56.552748
36,"Blue Bell, PA 19422",Aetna,"Data Analysis and Data Manipulation -Follows established schedules, CMS calendars, reporting and requirements....",4363a5805133be92,Financial Data Reporting & Analysis Associate,,43.8,1717,19 days,2016-10-17 21:44:56.552748
37,"Philadelphia, PA",GlaxoSmithKline,"Within GSK, Clinical Statistics is part of Quantitative Sciences, a group which includes clinical pharmacology modelling and simulation, epidemiology, non...",a420d28144eea30e,Principal Statistician,,52.199997,1674,20 days,2016-10-17 21:44:56.552748
38,"Philadelphia, PA",MeetMe,"You will also provide architectural mentorship, and work with our Data Scientists, to ensure data is available in a consistent, timely, and reliable manner....",f2b6d5df01b2cb63,Data Pipeline Engineer,,,,30+ days,2016-10-17 21:44:56.552748
39,"Spring House, PA","Janssen Research & Development, LLC.",Informatics team that will support a broad portfolio of Data Scientists across. Understanding of clinical data....,6d04de1463b31afd,"Statistician, Data Sciences",,,,5 days,2016-10-17 21:44:56.552748
40,"Philadelphia, PA",Susquehanna International Group,"Experience in the application of statistical machine learning, data mining, Bayesian inference, and/or MCMC. We are looking for a Statistical Machine Learning...",9c8b232de55601af,Quantitative Researcher - Machine Learning,,51.0,9,30+ days,2016-10-17 21:44:56.552748
41,"Philadelphia, PA 19104 (Belmont area)",Children's Hospital of Philadelphia,"The Scientist will be working with a diverse laboratory and clinical oncology team, therefore previous knowledge of clinical oncology is highly desirable....",6d0e9e7aa9d8bfa8,Bioinformatics Scientist III - 16-41196,,52.199997,263,6 days,2016-10-17 21:44:56.552748
42,"Philadelphia, PA",Susquehanna International Group,Experience in machine learning and time series analysis a plus. Strong programmers in formal and even informal settings - their experience and exposure may...,cb5d1b2249dd8b01,Quantitative Research Analyst,,51.0,9,30+ days,2016-10-17 21:44:56.552748
43,"Philadelphia, PA",National Board of Medical Examiners,"Protection of the health of the public through state-of-the-art assessment of health professionals is the mission of the NBME, along with a major commitment to...",b14cee7bf1f63da2,Operations Research Analyst I,,51.0,6,25 days,2016-10-17 21:44:56.552748
44,"Philadelphia, PA 19103 (Belmont area)",Elsevier,Elsevier is looking for an junior data scientist with a focus on Machine Learning and Statistical NLP techniques to help build state of the art applications for...,ddbf219608c6fc75,Junior Data Scientist,,42.6,86,22 days,2016-10-17 21:44:56.552748
45,"Philadelphia, PA",University of Pennsylvania,"The scientist will work under the leadership of a Project Leader to help direct scientific aspects of a disease-based project team, many of which involve...",e6f6cb1faa5b06dd,RESEARCH INVESTIGATOR SR,,52.199997,284,4 days,2016-10-17 21:44:56.552748
46,"Plymouth Meeting, PA",QuintilesIMS,"Extensive knowledge and experience in prescription data, emr data, managed care data (plan / payer data), medical claim data, patient longitudinal data,...",7b0dbd6e7d78e1dd,Statistical Programmer,,44.4,439,30+ days,2016-10-17 21:44:56.552748
47,"Plymouth Meeting, PA",IMS Health,"Health Economics & outcomes research, multivariate analysis, regression analysis and forecasting, sampling, data modeling, R programming, machine learning, SPSS...",2e92750500c1345b,Statistical Programmer,,44.4,439,30 days,2016-10-17 21:44:56.552748
48,"Philadelphia, PA",Correlation One,Experience in machine learning and time series analysis a plus. Strong programmers in formal and even informal settings - their experience and exposure may span...,4fbda83d4439e740,Quantitative Research Analyst,,,,30+ days,2016-10-17 21:44:56.552748
49,"Fort Washington, PA",CORRIGAN-MANNING CAP,"This person will also have experience in Data Analyst, and will be responsible for turning data into information, information into insights that will support...",73ff30a0f6af2b32,Research Data Analyst,$20 an hour,,,5 days,2016-10-17 21:44:56.552748
50,"King of Prussia, PA",Vencore,"Vencore is a proven provider of information solutions, engineering and analytics for the U.S. With more than 40 years of experience working in the defense,...",c05f440e95f33784,Predictive Modeling Analyst,,42.0,43,30+ days,2016-10-17 21:44:56.552748
51,"Malvern, PA",Siemens,"Proven success as data scientist/architect working with large data sets, preferably health data, and using analytics to drive growth of a service/product •...",e4c950d22fe23a5c,Data Analyst,,51.6,4063,15 days,2016-10-17 21:44:56.552748
52,"Spring House, PA","Janssen Research & Development, LLC.","Experiments, processing data, analyzing data and preparing reports, and. The Scientist will be. Scientific skills include attention to detail, significant...",65af83f35b5cd575,SCIENTIST,,,,3 days,2016-10-17 21:44:56.552748
53,"Philadelphia, PA",University of Pennsylvania,"Keep abreast of the work of other scientists within GTP and in the wider scientific community. Read relevant scientific literature and journals, share the...",34648bc4b4dc0e4a,RESEARCH SPECIALIST B/C,,52.199997,284,4 days,2016-10-17 21:44:56.552748
54,"Philadelphia, PA 19104 (Belmont area)",Children's Hospital of Philadelphia,"Specifically, the successful candidate will be the lead scientists on 2 major projects:. A Scientist position is available in the laboratory of Dr....",f6d065d286f5906f,Scientist I - 63995 - 16-40433,,52.199997,263,6 days,2016-10-17 21:44:56.552748
55,"Philadelphia, PA",Reed Elsevier,Elsevier is looking for an junior data scientist with a focus on Machine Learning and Statistical NLP techniques to help build state of the art applications for...,7eb24df4e4030f1d,Junior Data Scientist,,42.6,32,30+ days,2016-10-17 21:44:56.552748
56,"Philadelphia, PA",Temple University,The Assistant Scientist in the Thrombosis Research Center will perform scientific experiments and have an in-depth technical and theoretical knowledge and...,c67127c33f8223d0,Assistant Scientist,,52.199997,210,10 days,2016-10-17 21:44:56.552748
57,"Philadelphia, PA","Spark Therapeutics, Inc.","The Head of Search and Evaluation will support the sourcing of new opportunities, lead the internal evaluation of new technologies with R&D scientists, and...",298051d10b1469a2,Head of Search and Evaluation,,,,8 days,2016-10-17 21:44:56.552748
58,"Spring House, PA","Janssen Research & Development, LLC.","Data is preferred. Analysis techniques such as data visualization and analysis of high-dimensional. Research conducted during the discovery, development and...",3309585b9979ca68,Senior Statistician,,,,26 days,2016-10-17 21:44:56.552748
59,"Philadelphia, PA",University of Pennsylvania,"Professional experience in managing and leading developers/programmers/data scientists required. Technical expertise in database and data management, including...",8030757339916f1a,DIRECTOR OF DATA AND INFORMATION MANAGEMENT,,52.199997,284,20 days,2016-10-17 21:44:56.552748
60,"Philadelphia, PA 19104 (Belmont area)",Children's Hospital of Philadelphia,"The Mosse Lab now seeks an experienced research technician to work with the PI, Research Scientists, Postodoctoral Fellows, Graduate Students and other...",104dbcdbe3ab0c8c,Research Tech II,,52.199997,263,6 days,2016-10-17 21:44:56.552748
61,"Wilmington, DE",Swift Capital,"5+ years of experience using SQL, SAS, R, Xeno, or similar data query and predictive analytics software. Contribute to the data management infrastructure to...",15ddfdabf4216bd0,Data Scientist – Credit Risk Strategies,,51.0,5,30+ days,2016-10-17 21:44:56.552748
62,"Philadelphia, PA","Numeric, LLC",Manage multiple online & offline data sources and perform data management and data cleansing processes. BI group is seeking a skilled Statistical Data Analyst...,bbf56055c8fb0194,Statistical Data Analyst,,,,11 days,2016-10-17 21:44:56.552748
63,"Fort Washington, PA 19034",Ally Financial Inc.,Flexible health insurance options including dental and vision. Ability to contribute and manage projects providing advice/direction in primary areas of...,b722dff94e9622de,Quantitative Analyst,,42.0,233,30+ days,2016-10-17 21:44:56.552748
64,"North Wales, PA",Icon plc,"Projects will include biomarker qualification for clinical trial use, data mining and evaluation, statistical analysis plan development, ad hoc analysis of...",3e718518af27de11,Principal Statistician,,42.0,110,30 days,2016-10-17 21:44:56.552748
65,"Horsham, PA",PPD,"Statistical data analysis, advise project managers on ways to improve. Teams and external clients to ensure the predictive data models efficiently....",25b062dbbbf22c6a,Statistical Analyst - Acurian,,41.4,225,30+ days,2016-10-17 21:44:56.552748
66,"Berwyn, PA",Accenture,"Clinical Data Management professionals manage data for clinical trials such as study set-up, study maintenance and close-out....",cd78ff5d70be07dd,Statistical Programmer,,51.0,6923,30+ days,2016-10-17 21:44:56.552748
67,"Philadelphia, PA",Reed Elsevier,To deliver recommender systems and big data analytics processing stacks to drive data which will drive machine learning across the suite of tools....,530797482f051aa3,Principal Software Engineer - Machine Learning,,42.6,32,10 days,2016-10-17 21:44:56.552748
68,"Collegeville, PA 19426",GlaxoSmithKline,"We now have a number of job opportunities in the Target Sciences Statistics team – opportunities to collaborate with other scientists to advance exciting,...",7f997c1ac8fc2abb,"Principal Statistician, Statistical Consulting, Target Scien...",,52.199997,1674,22 days,2016-10-17 21:44:56.552748
69,"Blue Bell, PA",Unisys,"May assign and review tasks, mentor junior architects, manage performance feedback, and create development plans consistent with performing the role of team...",2e27490d984bac29,Sr. Data Scientist,,43.2,646,23 days,2016-10-17 21:44:56.552748
70,"Philadelphia, PA",Reed Elsevier,"A global company based in Amsterdam, Elsevier partners with scientists, researchers, healthcare providers, educators and decision-makers in academic...",96fb7b97738a0a76,Technical Lead - Services,,42.6,32,10 days,2016-10-17 21:44:56.552748
71,"Philadelphia, PA",KPMG,"Drive client engagements focused on Big Data and Advanced Business Analytics, in the Health Care space (Claims Data, Payor/Provider Data, Clinical Data etc);...",559f4a61ebd65bff,Manager - Health Care Analytics,,51.0,1768,2 days,2016-10-17 21:44:56.552748
72,"Philadelphia, PA 19104 (Belmont area)",Children's Hospital of Philadelphia,"Researches journal, white papers and other scientific publications for pertinent information. Participates in a planned research project by performing research...",37b3a6319388b705,Research Assistant I - NEUROLOGY,,52.199997,263,6 days,2016-10-17 21:44:56.552748
73,"Chesterbrook, PA",AmerisourceBergen,"Works with business stakeholders, data visualization specialists and/or data scientists to determine analytics data consumption alternatives and recommend...",990d67b7b5908f90,Big Data Cloud Engineer II,,42.6,488,5 hours,2016-10-17 21:44:56.552748
74,"Berwyn, PA",TE CONNECTIVITY,"Examples of analytical tools that may be used include optimization, simulation, regression, decision trees, neural networks, cluster analysis, mixed models,...",c31e5f421de633a0,Data Scientist,,44.4,551,30+ days,2016-10-17 21:44:56.552748
75,"King of Prussia, PA",IntePros Consulting,"Typically has subject matter expertise in at least 3 to 4 core product/service offerings. Performs data normalization, constructs data diagrams, provides data...",c852f01e501b0ba9,Specialist Data Analysis,,51.0,2,11 days,2016-10-17 21:44:56.552748
76,"Philadelphia, PA 19104 (Belmont area)",Children's Hospital of Philadelphia,"In addition, he/she will join the senior scientists for assay development and vector design and cloning. The CCMT fosters a multidisciplinary approach among...",f4f32d45b33e7ba4,Research Assistant II - 62994 - 16-40720,,52.199997,263,6 days,2016-10-17 21:44:56.552748
77,"Spring House, PA",CollabInfotech,"” with our top pharmaceutical client, if you are interested please send your updated resume to *paddy @ collabinfo.com*....",9e03317e95a4f010,Scientist II,,,,4 days,2016-10-17 21:44:56.552748
78,"Philadelphia, PA 19104 (Belmont area)",Exponent,"Our multidisciplinary team of scientists, engineers, physicians, and regulatory consultants brings together more than 90 different disciplines to solve...",6232d7d03f8c12df,Associate,,43.2,6,17 days,2016-10-17 21:44:56.552748
79,"Philadelphia, PA 19131 (Wynnefield area)",Philadelphia College of Osteopathic Medicine,"Respect to data management, quantitative data analysis, trend analysis and professional. Data system is preferred....",7e3d618dfb436345,Institutional Research Analyst,,51.6,13,30+ days,2016-10-17 21:44:56.552748
80,"Berwyn, PA",Accenture,"Clinical Data Management professionals manage data for clinical trials such as study set-up, study maintenance and close-out....",10048c1361e5697d,Senior Statistician,,51.0,6923,16 days,2016-10-17 21:44:56.552748
81,"Philadelphia, PA 19103 (Belmont area)",KPMG,"Work with data scientists to identify data needs, sources, and structure to support client issues. Deliver client analytics projects as part of broader team of...",caec1ea9b58478b5,Data Analytics Business Consultant - Health Care,,51.0,1768,30+ days,2016-10-17 21:44:56.552748
82,"Philadelphia, PA",GlaxoSmithKline,Respond to unsolicited medical information questions through verbal or written channels from healthcare providers (HCPs) and payer and managed healthcare...,1a379098d90fb2ed,Medical Information Scientist,,52.199997,1674,17 days,2016-10-17 21:44:56.552748
83,"Horsham, PA",Charles River,Provide technical and scientific guidance to the research staff. Function independently as a Project Scientist in the direction and execution of assigned...,4c7878265e9d8215,Research Scientist II,,41.4,33,30+ days,2016-10-17 21:44:56.552748
84,"Philadelphia, PA",Susquehanna International Group,"Ability to prioritize and complete multiple tasks in a fast paced, dynamic environment. As an intern on SIG’s Research team, you will be partnered with our...",afec8526faed3e4b,Buy Side Research Analyst Intern,,51.0,9,30+ days,2016-10-17 21:44:56.552748
85,"Malvern, PA",Vanguard,"Provides analytical support to portfolio managers, traders, and risk managers on the risk, return and transaction cost/market impact of investment portfolios...",5c8ad335d2523a92,Quantitative Research Analyst,,44.4,383,30+ days,2016-10-17 21:44:56.552748
86,"Philadelphia, PA",University of Pennsylvania,Credit for authorship may be claimed from resulting manuscripts and scientific abstracts based on the effort in projects....,e6c6c1c50da4f1be,RESEARCH SPECIALIST A,,52.199997,284,26 days,2016-10-17 21:44:56.552748
87,"Philadelphia, PA 19120 (Olney area)",Simkar Corporation,"Simkar offers a very competitive salary along with health insurance, dental insurance, 401k, FSA and life insurance....",16c98a9ae8bbf5cd,Market Research Analyst,,,,30+ days,2016-10-17 21:44:56.552748
88,"Philadelphia, PA 19104 (Belmont area)",Children's Hospital of Philadelphia,Participates in planned research projects by performing research protocols with minimal direction and guidance from the program director or senior scientists....,82b185a3a56eadee,Research Tech III - PATHOLOGY,,52.199997,263,3 days,2016-10-17 21:44:56.552748
89,"Philadelphia, PA 19104 (Belmont area)",Dechert LLP,Two to five years of legal reference and research experience with deep and broad knowledge of the legal materials and databases used to support the Firm's...,f7402763b4b63433,Research Analyst,,42.0,16,30+ days,2016-10-17 21:44:56.552748
90,"Philadelphia, PA 19104 (Belmont area)",Children's Hospital of Philadelphia,"Researches journal, white papers and other scientific publications for pertinent information. Participates in a planned research project by performing research...",5547c343ebb6debb,Research Assistant I - Oncology,,52.199997,263,6 days,2016-10-17 21:44:56.552748
91,"Cherry Hill, NJ 08002",Lockheed Martin,"Algorithm development for data analysis, planning, graph analytics, statistical machine learning, distributed optimization, or similar....",ce34d3cf8c40abac,College Student Tech (Intern),,51.6,3430,11 days,2016-10-17 21:44:56.552748
92,"Philadelphia, PA","Philadelphia Works, Inc.",Automate data collection and reporting in a SQL environment. Other responsibilities include reporting and adding expert technical assistance in meetings and...,3d0318835b2ddc8a,Senior Research Analyst,"$52,000 - $60,000 a year",,,19 days,2016-10-17 21:44:56.552748
93,"Spring House, PA",Collab Infotech,", if you are interested please send your updated resume to *nancy @ collabinfo.com*. The scientist will work to develop cell lines that be used in GMP...",917f75b7bdd2347b,Scientist II - AAV,,,,11 hours,2016-10-17 21:44:56.552748
94,"Spring House, PA","Janssen Research & Development, LLC.","Accountable for the development and execution of innovative scientific data management, analytics, and reporting strategies in collaboration with PDMS Small &...",c05e0faaca85b119,"Director, Scientific Systems and Data Analytics",,,,30+ days,2016-10-17 21:44:56.552748
95,"Philadelphia, PA",Penfield Search Partners,The Statistical Innovation Group at our client has an exciting opening for a talented statistician who can combine proven leadership and communication skills...,339dde496060f9e2,"Sr. Director, Statistical Innovation","$220,000 a year",,,9 days,2016-10-17 21:44:56.552748
96,"West Point, PA 19486",Planet Pharma,Perform experiments and manage routine cell maintenance activities with careful attention to detail and documentation....,1e1d09ce56172d2c,Scientist II,,,,3 days,2016-10-17 21:44:56.552748
97,"Philadelphia, PA 19104 (Belmont area)",Children's Hospital of Philadelphia,Participates in planned research projects by performing research protocols with minimal direction and guidance from the program director or senior scientists....,8efaa0c2ee446dc8,Research Tech III - ENDOCRINOLOGY,,52.199997,263,6 days,2016-10-17 21:44:56.552748
98,"Boothwyn, PA",Charles River,Comply with all company and site policies and procedures • Manage responsibilities and work in an efficient manner to assure accurate and timely data reports •...,25868fab1bc71af9,Analytical Scientist II,,41.4,33,30+ days,2016-10-17 21:44:56.552748
99,"Camden, NJ",Rutgers University,Bachelor’s degree required and relevant professional research experience including data extraction across multiple platforms....,7c52c4a53898c035,Research Analyst,,52.800003,309,30+ days,2016-10-17 21:44:56.552748
100,"Philadelphia, PA",Correlation One,"As a Financial Research Analyst, you should be comfortable applying modern mathematical and statistical methods, along with various computer technologies in...",20efab595a0ec617,Financial Research Analyst,,,,30+ days,2016-10-17 21:44:56.552748
101,"Philadelphia, PA",Reed Elsevier,"The first of its kind for nursing education, Sherpath uses big data, machine learning, analytics and adaptive techniques to track students’ interactions with...",418f06ff5f18dbe2,"Manager, Quality Engineering",,42.6,32,10 days,2016-10-17 21:44:56.552748
102,"Philadelphia, PA","Spark Therapeutics, Inc.","Lead the team of scientists. Applies QbD principles and scientific knowledge to develop efficient, robust and scalable rAAV upstream manufacturing processes....",a3d904d9b6e2c3ea,Upstream Process Development Lead,,,,30+ days,2016-10-17 21:44:56.552748
103,"Fort Washington, PA",Real Staffing,"Overseeing the programming aspects of clinical trials from data extraction from trial databases through analysis and reporting, including integration of studies...",e23409a34f41baf6,Lead Statistical Programmer,"$100,000 - $120,000 a year",51.0,3,19 days,2016-10-17 21:44:56.552748
104,"Wilmington, DE",Liberty Personnel Services,"Data Scientist – SAS R Xeno SQL – Plymouth Meeting, PA. Experience in practical data processing, data mining, text mining and information retrieval tasks....",b93a358058c37a7c,Data Scientist - SQL SAS Xeno R,"$130,000 a year",60.0,7,30+ days,2016-10-17 21:44:56.552748
105,"West Point, PA",Merck,"Known as Merck in the United States and Canada, is a global health care leader with a diversified portfolio of prescription medicines, vaccines and animal...",e6610a6d34015040,2017 Pharm Sci Intern-Analytical Science Job,,51.6,1229,12 days,2016-10-17 21:44:56.552748
106,"Chester, PA",Optymyze,"As a Data Scientist your primary focus will be in applying data mining techniques, doing statistical analysis, and building high quality prediction systems...",3d8ed6d8a688271c,Senior Data Scientist,,,,30+ days,2016-10-17 21:44:56.552748
107,"Malvern, PA",BioStaff Solutions,"8+ years of SAS programming supporting clinical research, with understanding of statistical principles applied to the design and analysis of clinical trials....",73ce935869365046,"Team Lead, Statistical Programming, Remote",,,,14 days,2016-10-17 21:44:56.552748
108,"Philadelphia, PA 19019 (Somerton area)",Thomas Jefferson University Hospital,"Thomas Jefferson University and Hospitals provide excellent clinical and compassionate care for our patients in the Philadelphia region, educate the health...",7c5aa1e6e7e66fb5,Nurse Data Manager II - Surgery,,51.0,274,3 days,2016-10-17 21:44:56.552748
109,"Philadelphia, PA",University of Pennsylvania,The Senior Bioinformatician will lead the bioinformatics support in the Robertson Lab and work with clinicians and scientists within the department of...,98be97f6e21aa6b0,SR. BIOINFORMATICIAN/MANAGER,,52.199997,284,4 days,2016-10-17 21:44:56.552748
110,"Philadelphia, PA 19103 (Belmont area)",KPMG,"Utilize analytics to explore data, and identify key trends and insights from multi-faceted, and high-dimensional data, and work with data scientists to create...",f2d38a0c5a42d9f0,"Analyst, Automation, Integration & Information",,51.0,1768,30+ days,2016-10-17 21:44:56.552748
111,"Wilmington, DE",Capital One,".-Using Hadoop and related tools (Pig, Hive, Impala) to manage the analysis of billions of customer transaction records.-Writing software to clean and...",3480237c96e46eef,"Principal Data Scientist, (B)",,44.4,2904,30+ days,2016-10-17 21:44:56.552748
112,"Spring House, PA","VWR International, LLC","Able to act independently and manage responsibilities while following scientific direction. Analyzes and accurately reports results, in a timely manner, to...",1c1c7949443fae52,Associate Scientist,,41.4,212,30+ days,2016-10-17 21:44:56.552748
113,"Radnor, PA",NCS Technologies,"Programming experience, ideally including R, C++ and/or Python. Participate in all aspects of research and trading model development, including generating...",b91b53295606e7ec,Quantitative Research Analyst,,51.0,3,30+ days,2016-10-17 21:44:56.552748
