,location,company,summary,jkid,title,salary,stars,reviews,post_date,pull_date
10,"Mountain View, CA 94043",Retail Solutions,"Familiar with R programming, can use R to create analysis programs using linear regression, pattern recognition, machine learning methods....",3f655fdd7ded88e1,Data Scientist,,,,6 days,2016-10-17 21:33:38.511435
11,"Mountain View, CA",Siemens,"Proven success as data scientist/architect working with large data sets, preferably health data, and using analytics to drive growth of a service/product....",d3903aae9833d955,Data Scientist,,51.6,4063,15 days,2016-10-17 21:33:38.511435
12,"Mountain View, CA 94043",Edison Pharmaceuticals,Edison is seeking a Data Scientist to analyze raw instrument data and predict/control biology from large data sets....,80bdeb4dbb6c87cf,Data Scientist,,,,4 days,2016-10-17 21:33:38.511435
13,"Santa Clara Valley, CA",Apple,Experience with machine learning or data mining a plus. Passion for data visualization and experience with relevant tools (e.g....,5772f2f0369b8c07,"Data Scientist, Proactive Intelligence",,52.800003,2573,7 days,2016-10-17 21:33:38.511435
14,"Sunnyvale, CA 94089",Proofpoint,"Previous experience with an languages and toolsl such as R, Matlab or SAS for machine learning modeling. An inquisitive mind with he ability to discover what...",88441dea622e8a17,Data Scientist,,42.0,4,18 days,2016-10-17 21:33:38.511435
15,"Santa Clara Valley, CA",Apple,We encourage scientists to stay abreast of data mining research by attending conferences and working with academic faculty and students....,36848d13a3ac6e8a,"Data Scientist, Internet Services Team",,52.800003,2573,17 days,2016-10-17 21:33:38.511435
16,"Palo Alto, CA",Diffbot,We’re looking for talented and driven machine learning engineers with a unique area of expertise that can be applied to improving the performance and...,8f4a055585c8e032,Machine Learning Engineer,,,,6 days,2016-10-17 21:33:38.511435
17,"Palo Alto, CA",Visa,"Reporting to the head of Data Analytics, the Researcher will work with a team to conduct world-class research on data analytics and contribute to the long-term...",7f5bb691dc86bbbb,Research Scientist Job,,51.0,294,3 days,2016-10-17 21:33:38.511435
18,"Mountain View, CA",Intellipro Group,Senior level Data Scientist. 2-3 years of Data mining experience. Passion for data. Deep Statistical & Analytical Knowledge....,48f6d8e75b4d20bb,Data Scientist,,,,20 days,2016-10-17 21:33:38.511435
19,"Santa Clara, CA",Huawei,"Help to evolve large scale Big Data platform and tools in all aspects, from data collection to data processing, exploration, visualization and modeling....",20589484a63ab6af,Data Scientist,,43.2,227,18 days,2016-10-17 21:33:38.511435
20,"Palo Alto, CA",Tesla Motors,We are building the world's best Autopilot experience by applying machine learning techniques and learning from real-world fleet data....,03c96464b9eede87,"Data Scientist, Autopilot Maps",,42.6,296,18 days,2016-10-17 21:33:38.511435
21,"Santa Clara Valley, CA",Apple,"In the fields of CS, Predictive Analytics, Applied Mathematics, Machine Learning, Statistics, or similar academic areas....",da20a88784356d4a,Data Scientist - News,,52.800003,2573,17 days,2016-10-17 21:33:38.511435
22,"Mountain View, CA 94041",Coursera,Strong applied statistics and data visualization skills. Data Science Specialization:. Excellent communication and project management skills If this opportunity...,97000184638f62f8,"Data Scientist, Growth",,55.199997,3,17 days,2016-10-17 21:33:38.511435
23,"Sunnyvale, CA",Walmart eCommerce,"Extensive Experience with R, SAS, SPSS, data mining, machine learning, statistical modeling tools and underlying algorithms....",6642c7ccd00c7185,Data Scientist - Anti-Fraud,,42.0,17,5 hours,2016-10-17 21:33:38.511435
24,"Santa Clara, CA",NVIDIA,Drive requirements for Deep Learning Platform to enable work flow processes for data scientists. The position also involves driving requirements for developing...,85866291e9bf0966,Machine Learning Data Scientist,,51.6,88,10 days,2016-10-17 21:33:38.511435
25,"San Carlos, CA",Upstart,"This individual will have a tremendous impact on our ability to attract new users and scale our business, and will also have the chance to collaborate cross...",31975e74bcc7ca3d,Growth Data Scientist,,51.0,3,5 days,2016-10-17 21:33:38.511435
26,"Sunnyvale, CA",Jetlore,Excellent track record of independently developing and evaluating statistical models and machine learning algorithms (either as part of an academic project or...,d9b972331b8e1c04,​Data Scientist,,,,15 days,2016-10-17 21:33:38.511435
27,"Palo Alto, CA",Aol,"The main purpose of this position is to design, validate, prototype, and oversee the production i mplementation of big data prediction algorithms, working...",c07366756bc73c3e,Research Scientist Big Data,,51.6,263,17 days,2016-10-17 21:33:38.511435
28,"Mountain View, CA 94041","23andMe, Inc.","Example applications include forecasting, web analytics, and data visualization. 23andMe is seeking an experienced data scientist to join our growing Analytics...",202af0987955a914,Data Scientist,,,,4 days,2016-10-17 21:33:38.511435
29,"Sunnyvale, CA",Walmart eCommerce,"We employ big data at scale -- from machine learning, data mining and optimization algorithms, to modeling and analyzing massive flows of data from online,...",0806b10e9b2ae958,Machine Learning Engineer,,42.0,17,5 hours,2016-10-17 21:33:38.511435
30,"Santa Clara Valley, CA",Apple,"We are looking for a highly motivated data scientist proficient in generating meaningful insights from complex, multi-dimensional data that can inform and...",752bf86112d78de4,Data Scientist - Fitness & Health,,52.800003,2573,20 days,2016-10-17 21:33:38.511435
31,"San Jose, CA 95101 (North Valley area)",MWIDM Inc.,"Work with Data Scientists and statisticians to help them implement their algorithms, efficiently. Develop and deploy data science solutions that’ll have machine...",a6ef8631c7c50c37,Full Time Job Oppurtunity Data Scientist/Data Engineer In Sa...,,,,5 days,2016-10-17 21:33:38.511435
32,"Sunnyvale, CA",Walmart eCommerce,"Staying current on published data mining, machine learning and modeling techniques and competing technologies and sharing these findings with scientists and...",fa02179a6a701548,Machine Learning Scientist,,42.0,17,5 hours,2016-10-17 21:33:38.511435
33,"Santa Clara Valley, CA",Apple,"Including experience in Deep Learning, Computer Vision, Machine Learning, Reinforcement Learning, Optimization, and/or Data Mining....",15f56eb6ae4c8646,Research Scientists - Machine Learning,,52.800003,2573,4 days,2016-10-17 21:33:38.511435
34,"Sunnyvale, CA",Walmart eCommerce,"We employ big data at scale -- from machine learning, data mining and optimization algorithms, to modeling and analyzing massive flows of data from online,...",9194baa84eececff,Staff Data Scientist,,42.0,17,5 hours,2016-10-17 21:33:38.511435
35,"Mountain View, CA",Google,Experience with data analytics and/or data visualization techniques and software. Experience interpreting technical data and creating reports with data....,5ac48aa1211d9400,"Machine Learning Deployment Engineer, Professional Services,...",,52.800003,1219,17 days,2016-10-17 21:33:38.511435
36,"Palo Alto, CA",Amazon Corporate LLC,"As a Data Scientist in our Machine Learning team, you will be responsible for data-driven improvements to our spoken language understanding models....",86ad66c6d028b57f,Data Scientist,,43.2,9618,17 days,2016-10-17 21:33:38.511435
37,"Campbell, CA",TERADEEP INC.,"MS / PhD degree in Computer Science, Applied Mathematics, Computer Engineering, Applied Physics or related quantitative field with 5-10+ years of relevant...",24152e392c3b665b,STAFF DATA SCIENTIST / DEEP LEARNING,"$120,000 - $160,000 a year",,,17 days,2016-10-17 21:33:38.511435
38,"Santa Clara Valley, CA",Apple,"Ideal candidates will have a deep understanding of statistics and machine learning algorithms, experience working with large datasets, and an ability to...",eac0de97273f41f3,"Data Scientist, IS&S",,52.800003,2573,28 days,2016-10-17 21:33:38.511435
39,"Menlo Park, CA",Facebook,"5+ years of data mining / analytics. Leverage tools like R, PHP, Python, Hadoop & SQL to drive efficient analytics....",6339f1aff8e3d7bf,"Data Scientist, Infrastructure Strategy",,51.0,114,30+ days,2016-10-17 21:33:38.511435
40,"Menlo Park, CA",Facebook,"Familiarity with any of the skills listed for scientists is a plus. Candidates apply expertise to solve novel problems, ranging from adaptive contextual...",d2918b882daa7640,"Engineer, Core Data Science",,51.0,114,8 days,2016-10-17 21:33:38.511435
41,"Redwood City, CA","GraphSQL, Inc.","GraphSQL is seeking a Data Scientist with machine learning experience. Knowledgeable in machine learning, data mining, and statistics....",d3b247a86d61c50b,Data Scientist,,,,4 days,2016-10-17 21:33:38.511435
42,"Santa Clara, CA",NVIDIA,"Delivering deep learning projects, from project scoping, developing statements of work, data ingest, data management, deep learning training, and final...",a4afb5e79432253b,Professional Services Data Scientist Consultant,,51.6,88,30+ days,2016-10-17 21:33:38.511435
43,"Palo Alto, CA",Fathom Computing,"Deep passion and fundamental understanding of design, algorithms, and data structures in modern and sub-modern machine learning and AI fields....",f3f2000c31871bf7,Machine Learning Scientist,,,,3 days,2016-10-17 21:33:38.511435
44,"Menlo Park, CA",Oculus VR,The Data Scientist Analytics role has work across the following four areas:. We’re looking for data scientists to work on our core and business products at...,7fc18677a6b06266,"Data Scientist, Analytics",,,,14 days,2016-10-17 21:33:38.511435
45,"Palo Alto, CA",Dell,"While working with customers and prospects, leverage significant experience directly working with data to define analytics use-cases that address customer...",bb01b5959c8f4722,Data Scientist I,,51.0,3880,25 days,2016-10-17 21:33:38.511435
46,"San Jose, CA","Cisco Systems, Inc.","People, processes, data, and things. Cisco seeks a Data Scientist to recognize gaps in customer capabilities and to translate them into business requirements...",f145b3100c316e3b,Data Scientist with Software engineering/DevOps knowledge,,51.6,1742,11 days,2016-10-17 21:33:38.511435
47,"Santa Clara, CA",NVIDIA,"5+ years of relevant experience in Machine Learning / Deep Learning / Data Science. Or higher degree from a leading University in a relevant field, e.g....",484b01a526c5d067,Data Scientist (DIGITS),,51.6,88,26 days,2016-10-17 21:33:38.511435
48,"Stanford, CA 94305",Stanford University,"We are hiring two Data Scientists. Population analytics, machine learning, statistical methods, distributed computing, algorithm development, variant annotation...",a20451558c79c6ff,Data Scientist-2 Positions,,52.800003,244,30+ days,2016-10-17 21:33:38.511435
49,"Mountain View, CA",Astreya,"Data Scientist for Hardware Product Analytics team for a well known company headquartered in Mountain View, California....",a901dbe95c2862c5,Data Scientist - Hardware Product Analytics,,,,10 days,2016-10-17 21:33:38.511435
50,"Palo Alto, CA",Bosch,"Perform fundamental and applied machine learning research in large-scale distributed analysis, time-series, and streaming data analysis, feature discovery...",06b9cb7f6146a980,Research Scientist - Machine Learning,,51.6,636,18 days,2016-10-17 21:33:38.511435
51,"Sunnyvale, CA",Walmart eCommerce,"Data Scientists are responsible for researching new trends in the industry and utilizing up-to-date technology (for example, HBase, MapReduce, LAPack, Gurobi)...",adb042b4fee9d4db,Senior Data Scientist,,42.0,17,5 hours,2016-10-17 21:33:38.511435
52,"Palo Alto, CA","Amazon Web Services, Inc.","A successful candidate will bring deep research science expertise and coupled with working code development skills, good business judgment, an ability to define...",20a035e31a3e5d81,Applied Scientist,,43.2,9618,17 days,2016-10-17 21:33:38.511435
53,"Menlo Park, CA",Facebook,Partner with lawyers across the Legal department to understand their data needs Partner with economic consultants to develop product and financial models...,ec13073fecef2fbe,Data Analyst/Scientist,,51.0,114,25 days,2016-10-17 21:33:38.511435
54,"Santa Clara Valley, CA",Apple,"Experience with machine learning tools and libraries such as Scikit-learn, R, Spark and Weka. Hands-on experience with NLP, mining of structured, semi...",269a60a59d86d234,Data Scientist - Maps POI,,52.800003,2573,23 days,2016-10-17 21:33:38.511435
55,"Palo Alto, CA",Humanyze,"Social network analysis, machine learning, statistics, or data mining:. 3+ years of experience in social network analysis, machine learning, statistics, or data...",ac1315b7228c19d8,Data Scientist (Social Network Analysis),,,,12 days,2016-10-17 21:33:38.511435
56,"Santa Clara Valley, CA",Apple,"Join Apple’s Applied Machine Learning Team as a Data Scientist. Strength in Machine Learning, Statistical Modeling, Data Mining, Pattern Recognition,...",f6e9eaba7f96c08e,Sr. Data Scientist - Applied Machine Learning,,52.800003,2573,18 days,2016-10-17 21:33:38.511435
57,"Santa Clara, CA",Huawei,"The Big Data Intelligence Group is looking for a Machine Learning Scientist, to develop and apply algorithms and models in areas like nature language processing...",7efe2b1c4a240200,Machine Learning Scientist,,43.2,227,18 days,2016-10-17 21:33:38.511435
58,"Redwood City, CA 94065",Electronic Arts,"A successful candidate will use his or her expertise in software development and data mining to build data products that power EA games and services, and...",001ded80b34ceaa5,"Software Engineer, Data Science",,44.4,253,2 days,2016-10-17 21:33:38.511435
59,"Saratoga, CA",West Valley-Mission Community College District,"Utilize query programs to access mainframe data; Download and transfer data as required for various projects; Plan, coordinate and conduct studies including but...",609a1653fa20388f,Research Analyst,"$6,930 a month",,,1 hour,2016-10-17 21:33:38.511435
60,"Mountain View, CA",BMW of North America LLC,"Those applying must have a background in robotics and demonstrate interest in the automotive industry. New sensors, sensor integration, sensor evaluation, data...",005303f459cd3e37,Highly Automated Driving Machine Learning Intern,,55.199997,3,7 hours,2016-10-17 21:33:38.511435
61,"Los Gatos, CA",Netflix,"Our analytics engineers build models that take advanced statistical analysis approaches and machine learning techniques to provide recommendations or, in many...",81b9bd9920224876,Senior Data Scientist - Real Time Analytics,,43.8,239,25 days,2016-10-17 21:33:38.511435
62,"Mountain View, CA",Adara Media Inc,"In a quantitative field such as computer science, econometrics,mathematics, statistics, etc. Morethan two years working experience in data mining/machine...",d04ef13f38e57c5d,Data Scientist,,,,30+ days,2016-10-17 21:33:38.511435
63,"Santa Clara, CA 95051",Intel,"Use statistics, Data Mining, and other data analysis techniques to collect, explore, and extract insights from very large scale structured (mainly) and...",29c2ddb4bacac6dd,Data Analyst Intern_2016,,52.199997,1960,25 days,2016-10-17 21:33:38.511435
64,"Sunnyvale, CA 94089",Baidu USA,Big Data Lab in Silicon Valley has an agile team of scientists and experienced machine learning practitioners....,8c8094a411083687,Research Scientist – Big Data Lab,,,,27 days,2016-10-17 21:33:38.511435
65,"San Jose, CA 95113 (Downtown area)",Jobspring Partners,"Experience with Machine Learning. 3+ years of Data Science Experience. There will be many roles filled over the next few months, but one of the most pressing...",13bb64e29a245281,Data Scientist- NLP/Machine Learning experience,"$150,000 - $180,000 a year",40.8,12,57 minutes,2016-10-17 21:33:38.511435
66,"Santa Clara, CA","K&M Systems, Inc.",Develop visualizations to help explain patterns and trends in large data volumes. K&M Systems is seeking a Data Scientist consultant with experience developing...,c32c46c96985c0c1,Telco Data Scientist,$890 a day,,,24 days,2016-10-17 21:33:38.511435
67,"Santa Clara Valley, CA",Apple,"Join the Siri Machine Learning & Natural Language team at Apple. Hard working, self-starter, proven ability to manage multiple projects to strict deadlines....",bee15111cd3512e3,Siri Machine Learning Engineer,,52.800003,2573,12 days,2016-10-17 21:33:38.511435
68,"Mountain View, CA 94043",Samsung Research America,"Design, develop, and optimize Deep Neural Networks with the vision of applying to commercial products. Build rigorous deep learning technologies applicable to...",b2553a2454402f02,Machine Learning/Deep Learning Research Engineer,,43.8,6,5 days,2016-10-17 21:33:38.511435
69,"Palo Alto, CA 94301 (Professorville area)",Verizon,Design test plans and test cases for machine learning and analytics based software products; Experience in advanced analytics or research development experience...,9ee5d1381759f6a9,Data Scientist,,44.4,11117,30+ days,2016-10-17 21:33:38.511435
70,"Palo Alto, CA 94306 (Barron Park area)",Groupon,Collaborate with senior data scientists and product managers to design and measure A/B tests to improve Groupon’s two-sided marketplace....,a25ca37bc93d734d,Data Scientist/Testing & Measurement,,42.6,256,3 days,2016-10-17 21:33:38.511435
71,"Menlo Park, CA 94025",PRO Unlimited @ facebook,"Our team is looking for a contractor to support our efforts in this area, including identifying and sourcing data, working with internal teams to develop tools...",9fc3bde35b154512,Research Analyst,,54.0,2,5 days,2016-10-17 21:33:38.511435
72,"Mountain View, CA",analyticsMD,"Be comfortable with Python and its data centric libraries (numpy, scipy, etc), and SQL. Have Machine Learning / stats chops....",4b25a20ce538d1b4,Senior Data Scientist,,,,30+ days,2016-10-17 21:33:38.511435
73,"Menlo Park, CA",Facebook,"Distributed clusters, multicore SMP, and GPU) Minimum Qualification MS degree in Computer Science or related quantitative field with 5+ years of relevant...",7ac546046d74e625,"Applied Research Scientist, Core Machine Learning",,51.0,114,14 days,2016-10-17 21:33:38.511435
74,"Sunnyvale, CA 94089",Translational Bioscience,Interprets scientific data and results. Job Duties include but are not limited to:....,f7b45d05d5f63ddc,Associate Scientist,"$60,000 a year",,,2 hours,2016-10-17 21:33:38.511435
75,"Los Gatos, CA",Netflix,"Proficiency with a statistical analysis tool such as R or SAS- Deep product sense- Self-starter. PhD or MS degree in Statistics, Mathematics, Operations...",29bae1c73b6f22b2,Senior Data Scientist - Algorithm Experimentation,,43.8,239,10 days,2016-10-17 21:33:38.511435
76,"Santa Clara, CA",NVIDIA,"We are interested in deep learning, reinforcement learning, semi-supervised and unsupervised learning, but are also considering other areas of machine learning....",db12b1c8cf758c79,Research Scientist (Machine Learning),,51.6,88,30+ days,2016-10-17 21:33:38.511435
77,"Fremont, CA 94538 (Irvington area)",Tesla Motors,"Record & analyze data during testing, ensuring high quality data collection, and support troubleshooting data discrepancies....",10d79a871d2091e7,Vehicle Test Engineer - Data Analysis Engineer - Durability,,42.6,296,8 days,2016-10-17 21:33:38.511435
78,"Palo Alto, CA",Bosch,"Strong understanding of machine learning algorithms & principles, and numerical optimization. Establish strong tie-ups with DL experts in academia through...",bc23d2ffebe0d838,Research Scientist - Deep Learning,,51.6,636,12 days,2016-10-17 21:33:38.511435
79,"Sunnyvale, CA",BayOne Solutions,"The candidate is expected to be hands on, productive in writing code and application, comfortable and passionate in the following areas Extract Transform Load,...",b5664541fa2e0918,Data Scientist,,,,4 hours,2016-10-17 21:33:38.511435
80,"San Jose, CA 95113 (Downtown area)",Workbridge Associates,Experience in developing scalable machine learning algorithms on Spark. A San Jose based Start-Up is hiring for a Principal Data Scientist to help lead a team....,3223be2f52d94dcd,Principle Data Scientist,"$100,000 - $200,000 a year",41.4,25,3 days,2016-10-17 21:33:38.511435
81,"Palo Alto, CA",Veear Projects,"Experience working with & applying judgement to messy “real world” data sets. Familiar with machine learning, model design & execution....",3d13bcfaf20eb911,Senior Data Scientist,,,,11 days,2016-10-17 21:33:38.511435
82,"Santa Clara, CA",Tandem Recruiting Group,"Research Scientist -- Computer Vision & Machine Learning. Computer Vision, Artificial Intelligence, Machine Learning - particularly in Deep Learning (weakly...",4583a12ce4062b18,Senior Machine Learning Scientist,"$200,000 a year",,,19 days,2016-10-17 21:33:38.511435
83,"Santa Clara, CA 95054","Hitachi America, Ltd.",The mission of this laboratory is to help create new solution businesses in big data analytics by doing PoC (Proof of Concept) activities....,766a614aaa37d0b2,"Research Scientist, Big Data Lab",,51.0,783,30+ days,2016-10-17 21:33:38.511435
84,"Santa Clara, CA",LeanTaas,LeanTaaS is looking for extraordinary data scientists to synthesize and leverage massive data sets to help radically transform data into products.....,5d731bfd520450cd,Senior Data Scientist,,,,16 days,2016-10-17 21:33:38.511435
85,"San Jose, CA",Roche,"Principal Data Scientist, Bioinformatics is a full-time position, primarily responsible for bioinformatics, statistical data analysis, and algorithm development...",331205361dec9e0a,"Principal Data Scientist, Bioinformatics, Sequencing",,52.199997,336,4 days,2016-10-17 21:33:38.511435
86,"San Jose, CA 95113 (Downtown area)",Workbridge Associates,"4+ years experience working in data science, data analytics, or applied statistics. In-depth experience working with machine learning, data mining, statistical...",9de64f4282e66991,Data Scientist,"$100,000 - $200,000 a year",41.4,25,4 days,2016-10-17 21:33:38.511435
87,"Santa Clara, CA",Intellipro Group Inc.,You will work closely with data scientists to develop data analytics products at various scales. Support data scientists to perform data wrangling (cleaning and...,277b7ed6d39038ea,Software Engineer - Machine Learning,,,,20 days,2016-10-17 21:33:38.511435
88,"Menlo Park, CA",Quantifind,Our Data Scientists are tasked with qualitatively understanding that data and then designing algorithms and processes to make it useful....,c139b43021c9d822,Senior Data Scientist,,,,11 days,2016-10-17 21:33:38.511435
89,"Sunnyvale, CA",Walmart eCommerce,"Principal Data Scientists work on large project teams in order to provide analytical support and guidance to a large project team (for example, email targeting,...",b802ac2589eadf89,Principal Data Scientist,,42.0,17,5 hours,2016-10-17 21:33:38.511435
90,"Milpitas, CA",KLA-Tencor,"Analyzing experimental data and comparing with model. As a research scientist within KLA-Tencor, your responsibilities will include:....",032da45799d0cd2d,Research Scientist,,51.0,67,4 days,2016-10-17 21:33:38.511435
91,"Fremont, CA",Planet Pharma,"The candidate will work within a highly motivated team to deliver high quality results within a fast-turnaround, as part of process analytics....",5e1c8f1603d416ea,Process Scientist I,,,,3 days,2016-10-17 21:33:38.511435
92,"San Jose, CA",eBay,"The team works on heterogeneous data sets (behavioral, transaction and crawled data) and focuses on solving applied problems using Natural Language Processing,...",dadb19e62a0b63bd,Data Scientist 3,,51.0,746,30+ days,2016-10-17 21:33:38.511435
93,"Mountain View, CA",TrialPay,"Work with data and analytics team to drive availability of relevant data, tools, and infrastructure. MS/PhD in Computer Science, Operations Research, Statistics...",db729cf7743111a8,Senior Data Scientist,,51.0,2,17 days,2016-10-17 21:33:38.511435
94,"Santa Clara, CA 95051",Intel,"Determines computer user needs, advises hardware designers on machine characteristics that affect software systems such as storage capacity, processing speed,...",2e4fb39e07fbf8a0,Research Scientist,,52.199997,1960,5 days,2016-10-17 21:33:38.511435
95,"Menlo Park, CA",Facebook,"You will work closely with Consumer Insights Analysts/Researchers to leverage our internal data, the Marketing/Activation team to tell the stories of our...",ef8f53086e5e3217,Data Scientist- Consumer Insights,,51.0,114,12 days,2016-10-17 21:33:38.511435
96,"Mountain View, CA 94040",Volvo Cars Group Americas,Applied knowledge within Deep Learning development and architectures associated with Deep learning. You will work with the development of Deep Learning networks...,434ed4918a58548a,Machine Learning Engineer,,,,12 days,2016-10-17 21:33:38.511435
97,"Mountain View, CA 94040",Natero,"As a machine learning engineer, your primary responsibilities would be the research, prototyping and productization of new machine learning models to tackle the...",f8a9a9452dd64335,Machine Learning Engineer,,,,18 days,2016-10-17 21:33:38.511435
98,"San Jose, CA",Cray,"CRAY) provides innovative systems and solutions enabling scientists and engineers in industry, academia and government to meet existing and future simulation...",fcdb331b3e2b3a58,Marketing Operations Analyst,,52.800003,3,12 days,2016-10-17 21:33:38.511435
99,"Mountain View, CA 94041","23andMe, Inc.",The data collection group is focused on obtaining high quality data to understand human health and disease. We are a group of passionate individuals pushing the...,c7386c9f93a13217,Statistician / Biostatistician,,,,4 days,2016-10-17 21:33:38.511435
100,"Palo Alto, CA",SurveyMonkey,"Deep understanding of statistics, including machine learning algorithms. Blogging about data science and machine learning at SurveyMonkey....",4740b7a907afc36f,Data Scientist,,51.0,8,30+ days,2016-10-17 21:33:38.511435
101,"San Jose, CA",Adobe,"The Systems Technologies Lab is part of Adobe Research - a team of world-class researchers in machine learning, data mining, econometrics and social networking....",57cf00495e42af29,Data Scientist,,52.199997,214,30+ days,2016-10-17 21:33:38.511435
102,"Stanford, CA 94305",Stanford University,"Proficiency in data analytics software such as R, Matlab, NumPy. Relevant experience includes quantitative sciences such as bioinformatics, biostatistics,...",942a6ed528451a68,Research Data Analyst 2,,52.800003,244,4 days,2016-10-17 21:33:38.511435
103,"Santa Clara, CA 95051",Intel,"This position will focus on data analytics applications using deep learning and machine learning approaches, and be responsible for designing, coding and...",3e74b99cedd108eb,Machine – Deep Learning Cloud Solutions Engineering Intern,,52.199997,1960,2 days,2016-10-17 21:33:38.511435
104,"Sunnyvale, CA 94089",LinkedIn,"Senior Data Scientist – Consumer Analytics – Network Updates Product. 4+ years’ industry experience working with large amounts of real data with SQL (Teradata,...",7843dd6711a9fa79,Senior Data Scientist – Consumer Analytics- Network Updates...,,52.800003,67,4 days,2016-10-17 21:33:38.511435
105,"Menlo Park, CA",Facebook,"Responsibilities Apply your expertise in quantitative analysis, data mining, and the presentation of data to see beyond the numbers and understand how our users...",1f3861d3ef837bf9,"Data Scientist, Analytics",,51.0,114,30+ days,2016-10-17 21:33:38.511435
106,"Campbell, CA",Treselle Software,"Applicants should be smart, passionate applied scientists interested in using large data sets and experience using Python or R to collect, structure, manipulate...",21fc24cc08d2048f,Data Scientist,,,,30+ days,2016-10-17 21:33:38.511435
107,"Palo Alto, CA",Bosch,"3+ years of experience in data adjacent fields (computer science, statistics, data mining, data science, machine learning, big data, etc.)....",26cb426425c62711,Autonomous Driving Machine Learning Engineer,,51.6,636,18 days,2016-10-17 21:33:38.511435
108,"Palo Alto, CA",Evalstat Research Institute,Previous experience in Survey data settings and clinical trial data setting are an added value. Provide statistical data analysis and report writing....,a8ac45214c843954,Statistician,,,,3 days,2016-10-17 21:33:38.511435
109,"Santa Clara, CA",LeanTaas,She/He will work with a team of Data Scientists to create bleeding edge analytic technology. LeanTaaS is looking for extraordinary data scientists to synthesize...,204aa58770d56d01,Senior Data Scientist - LeanTaaS Healthcare/iQueue,,,,16 days,2016-10-17 21:33:38.511435
110,"San Jose, CA","InfoVision, Inc.",Job Title Data Scientist*. Needs more of a data engineer that also knows the science side. Their team does recommendation algorithms for the set top box based...,9e0c7e64d0249fed,Data Scientist - San Jose CA,,,,30+ days,2016-10-17 21:33:38.511435
111,"San Jose, CA 95134 (North San Jose area)","MKS Instruments, Inc.","Data preparation, data visualization and presentation of data. Additionally, the software enables engineers and scientists to quickly analyze and visualize...",2240d53790cbc719,Principal Data Scientist,,,,25 days,2016-10-17 21:33:38.511435
112,"San Jose, CA",Deloitte,Experienceworking as a Data Scientist. 3+years of relevant technology architecture consulting or industry experience toinclude experience in Information...,b926b5eb02eb228b,Big Data Senior Consultant,,51.0,3469,30+ days,2016-10-17 21:33:38.511435
113,"Santa Clara, CA 95054",Chegg,Staff Data Scientist – Machine Learning. Data Science and Machine Learning are core to Chegg:. The Staff Data Scientist focusing on Natural Language Processing...,4ca99ae10fea3cef,Staff Data Scientist,,40.8,26,30+ days,2016-10-17 21:33:38.511435
114,"Santa Clara, CA",Intellipro Group Inc.,"The Big Data Engineer will work with Big Data Architects and Data Scientists to evolve Consumer Big Data platform, user behavior analytics, recommendation and...",82216acc046623bd,Big Data Engineer,,,,5 days,2016-10-17 21:33:38.511435
